dmd_type,dmd_id,dmd_name,bnf_code
VMP,35909511000001107,Beclometasone 50micrograms/dose inhaler,0302000C0AAAAAA
AMP,3175711000001102,Beclometasone 50micrograms/dose inhaler,0302000C0AAAAAA
AMP,3177111000001107,Beclometasone 50micrograms/dose inhaler,0302000C0AAAAAA
AMP,11400011000001108,Beclometasone 50micrograms/dose inhaler,0302000C0AAAAAA
AMP,3176711000001105,Beclometasone 50micrograms/dose inhaler,0302000C0AAAAAA
AMP,3175911000001100,Beclometasone 50micrograms/dose inhaler,0302000C0AAAAAA
AMP,17793411000001101,Beclometasone 50micrograms/dose inhaler,0302000C0AAAAAA
AMP,4773611000001100,Beclometasone 50micrograms/dose inhaler,0302000C0AAAAAA
VMP,320537007,Beclometasone 100micrograms/dose inhaler,0302000C0AAABAB
AMP,3178211000001102,Beclometasone 100micrograms/dose inhaler,0302000C0AAABAB
AMP,3179011000001102,Beclometasone 100micrograms/dose inhaler,0302000C0AAABAB
AMP,11400511000001100,Beclometasone 100micrograms/dose inhaler,0302000C0AAABAB
AMP,7379111000001102,Beclometasone 100micrograms/dose inhaler,0302000C0AAABAB
AMP,3178411000001103,Beclometasone 100micrograms/dose inhaler,0302000C0AAABAB
AMP,17794111000001108,Beclometasone 100micrograms/dose inhaler,0302000C0AAABAB
AMP,4773811000001101,Beclometasone 100micrograms/dose inhaler,0302000C0AAABAB
VMP,35908811000001103,Beclometasone 250micrograms/dose inhaler,0302000C0AAACAC
AMP,3179811000001108,Beclometasone 250micrograms/dose inhaler,0302000C0AAACAC
AMP,3180911000001103,Beclometasone 250micrograms/dose inhaler,0302000C0AAACAC
AMP,11400811000001102,Beclometasone 250micrograms/dose inhaler,0302000C0AAACAC
AMP,7379311000001100,Beclometasone 250micrograms/dose inhaler,0302000C0AAACAC
AMP,3180011000001102,Beclometasone 250micrograms/dose inhaler,0302000C0AAACAC
AMP,17833911000001100,Beclometasone 250micrograms/dose inhaler,0302000C0AAACAC
AMP,4774011000001109,Beclometasone 250micrograms/dose inhaler,0302000C0AAACAC
VMP,320534000,Beclometasone 100microgram inhalation powder capsules,0302000C0AAAEAE
VMP,320535004,Beclometasone 200microgram inhalation powder capsules,0302000C0AAAFAF
VMP,35907711000001105,Beclometasone 100microgram inhalation powder blisters with device,0302000C0AAAGAG
VMP,35908311000001107,Beclometasone 200microgram inhalation powder blisters with device,0302000C0AAAHAH
VMP,320520000,Beclometasone 400microgram inhalation powder capsules,0302000C0AAAIAI
VMP,35909011000001104,Beclometasone 400microgram inhalation powder blisters with device,0302000C0AAAJAJ
VMP,35908211000001104,Beclometasone 200microgram inhalation powder blisters,0302000C0AAAKAK
VMP,35907611000001101,Beclometasone 100microgram inhalation powder blisters,0302000C0AAALAL
VMP,35936211000001105,Salbutamol 100micrograms/dose / Beclometasone 50micrograms/dose inhaler,0302000C0AAANAN
VMP,320543009,Salbutamol 400microgram / Beclometasone 200microgram inhalation powder capsules,0302000C0AAAPAP
VMP,35908911000001108,Beclometasone 400microgram inhalation powder blisters,0302000C0AAAQAQ
VMP,35908511000001101,Beclometasone 200micrograms/dose inhaler,0302000C0AAARAR
AMP,4332611000001107,Beclometasone 200micrograms/dose inhaler,0302000C0AAARAR
AMP,15052211000001104,Beclometasone 200micrograms/dose inhaler,0302000C0AAARAR
VMP,35909211000001109,Beclometasone 50micrograms/dose breath actuated inhaler,0302000C0AAASAS
VMP,35907811000001102,Beclometasone 100micrograms/dose breath actuated inhaler,0302000C0AAATAT
VMP,35908611000001102,Beclometasone 250micrograms/dose breath actuated inhaler,0302000C0AAAUAU
VMP,35909611000001106,Beclometasone 50micrograms/dose inhaler CFC free,0302000C0AABEBE
VMP,35908111000001105,Beclometasone 100micrograms/dose inhaler CFC free,0302000C0AABFBF
VMP,35909311000001101,Beclometasone 50micrograms/dose breath actuated inhaler CFC free,0302000C0AABGBG
VMP,35907911000001107,Beclometasone 100micrograms/dose breath actuated inhaler CFC free,0302000C0AABHBH
VMP,35909411000001108,Beclometasone 50micrograms/dose dry powder inhaler,0302000C0AABIBI
VMP,35908011000001109,Beclometasone 100micrograms/dose dry powder inhaler,0302000C0AABJBJ
VMP,35908711000001106,Beclometasone 250micrograms/dose dry powder inhaler,0302000C0AABKBK
VMP,35369511000001103,Salbutamol 200microgram / Beclometasone 100microgram inhalation powder capsules,0302000C0AABLBL
VMP,35909111000001103,Beclometasone 400micrograms/dose dry powder inhaler,0302000C0AABSBS
VMP,35908411000001100,Beclometasone 200micrograms/dose dry powder inhaler,0302000C0AABUBU
VMP,10621011000001101,Beclometasone 200micrograms/dose inhaler CFC free,0302000C0AABVBV
VMP,10621111000001100,Beclometasone 250micrograms/dose inhaler CFC free,0302000C0AABWBW
